Rk,Player,STSnp,Day,G#,Week,Date,Age,Team,,Opp,Result,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1269,Allen Lazard,2,Sun,16,17,2023-01-01,27-021,GNB,,MIN,W 41-17,45,71.4,0,0.0,2,7.1,WR,LazaAl00
1270,Dante Pettis,4,Sun,10,10,2022-11-13,27-021,CHI,,DET,L 30-31,27,44.3,0,0.0,4,13.8,WR,PettDa00
1271,Brandon Powell,14,Mon,4,4,2022-10-03,27-021,LAR,@,SFO,L 9-24,6,8.1,0,0.0,14,56.0,WR,PoweBr00
1272,Cedrick Wilson Jr.,4,Sun,13,14,2022-12-11,27-021,MIA,@,LAC,L 17-23,20,39.2,0,0.0,4,13.8,WR,WilsCe01
1273,Jonnu Smith,4,Sun,1,1,2022-09-11,27-020,NWE,@,MIA,L 7-20,39,68.4,0,0.0,4,21.1,TE,SmitJo01
1274,Trevon Wesco,5,Sun,4,4,2022-10-02,27-020,CHI,@,NYG,L 12-20,16,25.8,0,0.0,5,16.7,TE,WescTr00
1275,Braxton Berrios,9,Sun,7,7,2022-10-23,27-017,NYJ,@,DEN,W 16-9,33,55.9,0,0.0,9,32.1,WR,BerrBr00
1276,Chris Myarick,10,Sun,7,7,2022-10-23,27-017,NYG,@,JAX,W 23-17,46,59.7,0,0.0,10,45.5,FB,MyarCh00
1277,Hunter Renfrow,4,Sat,17,18,2023-01-07,27-017,LVR,,KAN,L 13-31,40,57.1,0,0.0,4,17.4,WR,RenfHu00
1278,Dante Pettis,1,Sun,9,9,2022-11-06,27-014,CHI,,MIA,L 32-35,27,36.5,0,0.0,1,3.8,WR,PettDa00
1279,Cedrick Wilson Jr.,4,Sun,12,13,2022-12-04,27-014,MIA,@,SFO,L 17-33,9,19.6,0,0.0,4,13.3,WR,WilsCe01
1280,Richie James,5,Sun,2,2,2022-09-18,27-013,NYG,,CAR,W 19-16,31,42.5,0,0.0,5,16.7,WR,JameRi00
1281,Samaje Perine,18,Thu,4,4,2022-09-29,27-013,CIN,,MIA,W 27-15,12,18.8,0,0.0,18,64.3,RB,PeriSa00
1282,Brandon Powell,13,Sun,3,3,2022-09-25,27-013,LAR,@,ARI,W 20-12,6,12.5,0,0.0,13,52.0,WR,PoweBr00
1283,Trevon Wesco,5,Sun,3,3,2022-09-25,27-013,CHI,,HOU,W 23-20,15,23.8,0,0.0,5,17.2,TE,WescTr00
1284,Jody Fortson,14,Sun,14,15,2022-12-18,27-011,KAN,@,HOU,W 30-24 (OT),12,15.6,0,0.0,14,50.0,TE,FortJo01
1285,Hunter Renfrow,2,Sun,16,17,2023-01-01,27-011,LVR,,SFO,L 34-37 (OT),32,45.7,0,0.0,2,6.1,WR,RenfHu00
1286,Braxton Berrios,8,Sun,6,6,2022-10-16,27-010,NYJ,@,GNB,W 27-10,16,29.1,0,0.0,8,27.6,WR,BerrBr00
1287,Chris Myarick,10,Sun,6,6,2022-10-16,27-010,NYG,,BAL,W 24-20,27,41.5,0,0.0,10,38.5,FB,MyarCh00
1288,Samaje Perine,16,Sun,3,3,2022-09-25,27-009,CIN,@,NYJ,W 27-12,23,33.8,0,0.0,16,61.5,RB,PeriSa00
1289,Trenton Irwin,1,Sun,14,15,2022-12-18,27-008,CIN,@,TAM,W 34-23,16,24.2,0,0.0,1,4.0,WR,IrwiTr00
1290,Dante Pettis,2,Sun,8,8,2022-10-30,27-007,CHI,@,DAL,L 29-49,42,53.2,0,0.0,2,6.9,WR,PettDa00
1291,Cedrick Wilson Jr.,7,Sun,11,12,2022-11-27,27-007,MIA,,HOU,W 30-15,33,43.4,0,0.0,7,23.3,WR,WilsCe01
1292,Cethan Carter,4,Sun,1,1,2022-09-11,27-006,MIA,,NWE,W 20-7,1,1.7,0,0.0,4,21.1,TE,CartCe00
1293,Mike Gesicki,1,Sun,5,5,2022-10-09,27-006,MIA,@,NYJ,L 17-40,36,53.7,0,0.0,1,3.4,TE,GesiMi00
1294,Richie James,6,Sun,1,1,2022-09-11,27-006,NYG,@,TEN,W 21-20,42,70.0,0,0.0,6,21.4,WR,JameRi00
1295,Brandon Powell,11,Sun,2,2,2022-09-18,27-006,LAR,,ATL,W 31-27,6,9.5,0,0.0,11,47.8,WR,PoweBr00
1296,Mark Andrews,1,Sun,1,1,2022-09-11,27-005,BAL,@,NYJ,W 24-9,47,83.9,0,0.0,1,3.7,TE,AndrMa00
1297,Jody Fortson,19,Sun,13,14,2022-12-11,27-004,KAN,@,DEN,W 34-28,10,14.7,0,0.0,19,59.4,TE,FortJo01
1298,Braxton Berrios,8,Sun,5,5,2022-10-09,27-003,NYJ,,MIA,W 40-17,13,22.0,0,0.0,8,27.6,WR,BerrBr00
1299,Chris Myarick,6,Sun,5,5,2022-10-09,27-003,NYG,@,GNB,W 27-22,27,44.3,0,0.0,6,23.1,FB,MyarCh00
1300,Hunter Renfrow,3,Sat,15,16,2022-12-24,27-003,LVR,@,PIT,L 10-13,25,47.2,0,0.0,3,13.6,WR,RenfHu00
1301,Noah Brown,12,Sun,17,18,2023-01-08,27-002,DAL,@,WAS,L 6-26,44,65.7,0,0.0,12,35.3,WR,BrowNo00
1302,Samaje Perine,18,Sun,2,2,2022-09-18,27-002,CIN,@,DAL,L 17-20,14,20.0,0,0.0,18,69.2,RB,PeriSa00
1303,Cam Sims,24,Sun,17,18,2023-01-08,27-002,WAS,,DAL,W 26-6,12,18.2,0,0.0,24,70.6,WR,SimsCa00
1304,Trenton Irwin,1,Sun,13,14,2022-12-11,27-001,CIN,,CLE,W 23-10,56,83.6,0,0.0,1,4.2,WR,IrwiTr00
1305,Dante Pettis,4,Mon,7,7,2022-10-24,27-001,CHI,@,NWE,W 33-14,22,31.0,0,0.0,4,16.0,WR,PettDa00
1306,Jody Fortson,11,Sun,12,13,2022-12-04,26-362,KAN,@,CIN,L 24-27,10,18.2,0,0.0,11,47.8,TE,FortJo01
1307,Hunter Renfrow,6,Sun,14,15,2022-12-18,26-362,LVR,,NWE,W 30-24,29,42.6,0,0.0,6,18.8,WR,RenfHu00
1308,Jeff Wilson,4,Sun,10,10,2022-11-13,26-362,MIA,,CLE,W 39-17,42,60.9,0,0.0,4,17.4,RB,WilsJe01
1309,Braxton Berrios,9,Sun,4,4,2022-10-02,26-361,NYJ,@,PIT,W 24-20,8,11.4,0,0.0,9,34.6,WR,BerrBr00
1310,Chris Myarick,17,Sun,4,4,2022-10-02,26-361,NYG,,CHI,W 20-12,41,63.1,0,0.0,17,56.7,FB,MyarCh00
1311,Brandon Powell,11,Thu,1,1,2022-09-08,26-361,LAR,,BUF,L 10-31,3,4.5,0,0.0,11,57.9,WR,PoweBr00
1312,Samaje Perine,21,Sun,1,1,2022-09-11,26-360,CIN,,PIT,L 20-23 (OT),26,26.0,0,0.0,21,65.6,RB,PeriSa00
1313,Cam Sims,12,Sun,16,17,2023-01-01,26-360,WAS,,CLE,L 10-24,12,17.4,0,0.0,12,57.1,WR,SimsCa00
1314,Cedrick Wilson Jr.,1,Sun,10,10,2022-11-13,26-358,MIA,,CLE,W 39-17,21,30.4,0,0.0,1,4.3,WR,WilsCe01
1315,Noah Brown,3,Thu,16,17,2022-12-29,26-357,DAL,@,TEN,W 27-13,47,58.8,0,0.0,3,12.0,WR,BrowNo00
1316,Jody Fortson,15,Sun,11,12,2022-11-27,26-355,KAN,,LAR,W 26-10,17,22.4,0,0.0,15,62.5,TE,FortJo01
1317,Chris Myarick,16,Mon,3,3,2022-09-26,26-355,NYG,,DAL,L 16-23,21,29.2,0,0.0,16,55.2,FB,MyarCh00
1318,Jeff Wilson,6,Sun,9,9,2022-11-06,26-355,MIA,@,CHI,W 35-32,28,49.1,0,0.0,6,23.1,RB,WilsJe01
1319,Braxton Berrios,9,Sun,3,3,2022-09-25,26-354,NYJ,,CIN,L 12-27,24,30.8,0,0.0,9,34.6,WR,BerrBr00
1320,Noah Brown,1,Sat,15,16,2022-12-24,26-352,DAL,,PHI,W 40-34,55,75.3,0,0.0,1,3.2,WR,BrowNo00
1321,Cam Sims,15,Sat,15,16,2022-12-24,26-352,WAS,@,SFO,L 20-37,5,6.8,0,0.0,15,55.6,WR,SimsCa00
1322,Tre'Quan Smith,3,Sat,15,16,2022-12-24,26-351,NOR,@,CLE,W 17-10,33,61.1,0,0.0,3,13.6,WR,SmitTr03
1323,Cedrick Wilson Jr.,3,Sun,9,9,2022-11-06,26-351,MIA,@,CHI,W 35-32,13,22.8,0,0.0,3,11.5,WR,WilsCe01
1324,Jody Fortson,15,Sun,10,11,2022-11-20,26-348,KAN,@,LAC,W 30-27,18,27.7,0,0.0,15,51.7,TE,FortJo01
1325,Braxton Berrios,9,Sun,2,2,2022-09-18,26-347,NYJ,@,CLE,W 31-30,16,22.9,0,0.0,9,30.0,WR,BerrBr00
1326,Chris Myarick,16,Sun,2,2,2022-09-18,26-347,NYG,,CAR,W 19-16,23,31.5,0,0.0,16,53.3,FB,MyarCh00
1327,Noah Brown,5,Sun,14,15,2022-12-18,26-346,DAL,@,JAX,L 34-40 (OT),56,74.7,0,0.0,5,15.2,WR,BrowNo00
1328,Cam Sims,13,Sun,14,15,2022-12-18,26-346,WAS,,NYG,L 12-20,5,7.9,0,0.0,13,52.0,WR,SimsCa00
1329,Tre'Quan Smith,4,Sun,14,15,2022-12-18,26-345,NOR,,ATL,W 21-18,18,32.7,0,0.0,4,18.2,WR,SmitTr03
1330,Cedrick Wilson Jr.,3,Sun,8,8,2022-10-30,26-344,MIA,@,DET,W 31-27,14,20.6,0,0.0,3,12.0,WR,WilsCe01
1331,Jody Fortson,13,Sun,9,10,2022-11-13,26-341,KAN,,JAX,W 27-17,7,11.1,0,0.0,13,50.0,TE,FortJo01
1332,Jeff Wilson,2,Sun,7,7,2022-10-23,26-341,SFO,,KAN,L 23-44,26,32.9,0,0.0,2,7.1,RB,WilsJe01
1333,Braxton Berrios,11,Sun,1,1,2022-09-11,26-340,NYJ,,BAL,L 9-24,39,46.4,0,0.0,11,40.7,WR,BerrBr00
1334,Chris Myarick,17,Sun,1,1,2022-09-11,26-340,NYG,@,TEN,W 21-20,14,23.3,0,0.0,17,60.7,FB,MyarCh00
1335,Noah Brown,2,Sun,13,14,2022-12-11,26-339,DAL,,HOU,W 27-23,50,70.4,0,0.0,2,7.1,WR,BrowNo00
1336,Dante Pettis,6,Sun,3,3,2022-09-25,26-337,CHI,,HOU,W 23-20,36,57.1,0,0.0,6,20.7,WR,PettDa00
1337,Cedrick Wilson Jr.,6,Sun,7,7,2022-10-23,26-337,MIA,,PIT,W 16-10,4,6.5,0,0.0,6,23.1,WR,WilsCe01
1338,Matt Sokol,1,Sun,5,5,2022-10-09,26-334,NWE,,DET,W 29-0,8,13.3,0,0.0,1,5.3,TE,SokoMa00
1339,Noah Brown,6,Sun,12,13,2022-12-04,26-332,DAL,,IND,W 54-19,54,79.4,0,0.0,6,19.4,WR,BrowNo00
1340,Cam Sims,22,Sun,13,13,2022-12-04,26-332,WAS,@,NYG,T 20-20 (OT),7,8.2,0,0.0,22,64.7,WR,SimsCa00
1341,Tre'Quan Smith,8,Mon,13,13,2022-12-05,26-332,NOR,@,TAM,L 16-17,11,18.6,0,0.0,8,29.6,WR,SmitTr03
1342,Trenton Irwin,2,Sun,9,9,2022-11-06,26-331,CIN,,CAR,W 42-21,36,48.6,0,0.0,2,6.9,WR,IrwiTr00
1343,Nsimba Webster,7,Sat,15,16,2022-12-24,26-331,CHI,,BUF,L 13-35,0,0.0,0,0.0,7,28.0,WR,WebsNs00
1344,Dante Pettis,2,Sun,2,2,2022-09-18,26-330,CHI,@,GNB,L 10-27,23,56.1,0,0.0,2,9.1,WR,PettDa00
1345,Trenton Irwin,1,Mon,8,8,2022-10-31,26-325,CIN,@,CLE,L 13-32,23,43.4,0,0.0,1,4.3,WR,IrwiTr00
1346,Cam Sims,15,Sun,12,12,2022-11-27,26-325,WAS,,ATL,W 19-13,9,14.5,0,0.0,15,62.5,WR,SimsCa00
1347,Nsimba Webster,10,Sun,14,15,2022-12-18,26-325,CHI,,PHI,L 20-25,10,16.9,0,0.0,10,40.0,WR,WebsNs00
1348,Tre'Quan Smith,4,Sun,12,12,2022-11-27,26-324,NOR,@,SFO,L 0-13,15,26.3,0,0.0,4,23.5,WR,SmitTr03
1349,Dante Pettis,5,Sun,1,1,2022-09-11,26-323,CHI,,SFO,W 19-10,23,39.7,0,0.0,5,20.8,WR,PettDa00
1350,Noah Brown,1,Thu,11,12,2022-11-24,26-322,DAL,,NYG,W 28-20,34,45.3,0,0.0,1,4.3,WR,BrowNo00
1351,Jody Fortson,8,Sun,7,7,2022-10-23,26-320,KAN,@,SFO,W 44-23,22,34.4,0,0.0,8,28.6,TE,FortJo01
1352,Hunter Renfrow,3,Sun,8,9,2022-11-06,26-320,LVR,@,JAX,L 20-27,44,74.6,0,0.0,3,11.1,WR,RenfHu00
1353,Kendall Blanton,4,Sun,3,3,2022-09-25,26-319,LAR,@,ARI,W 20-12,5,10.4,0,0.0,4,16.0,TE,BlanKe01
1354,Noah Brown,2,Sun,10,11,2022-11-20,26-318,DAL,@,MIN,W 40-3,54,75.0,0,0.0,2,7.1,WR,BrowNo00
1355,Royce Freeman,6,Sun,17,18,2023-01-08,26-318,HOU,@,IND,W 32-31,15,23.1,0,0.0,6,22.2,RB,FreeRo00
1356,Cam Sims,15,Sun,11,11,2022-11-20,26-318,WAS,@,HOU,W 23-10,18,26.5,0,0.0,15,55.6,WR,SimsCa00
1357,Trent Sherfield,7,Sun,17,18,2023-01-08,26-317,MIA,,NYJ,W 11-6,42,64.6,0,0.0,7,31.8,WR,SherTr00
1358,Tre'Quan Smith,5,Sun,11,11,2022-11-20,26-317,NOR,,LAR,W 27-20,10,17.5,0,0.0,5,16.1,WR,SmitTr03
1359,D'Ernest Johnson,10,Sun,17,18,2023-01-08,26-315,CLE,@,PIT,L 14-28,0,0.0,0,0.0,10,45.5,RB,JohnDE04
1360,Jody Fortson,11,Sun,6,6,2022-10-16,26-313,KAN,,BUF,L 20-24,14,20.9,0,0.0,11,47.8,TE,FortJo01
1361,Hunter Renfrow,1,Sun,7,8,2022-10-30,26-313,LVR,@,NOR,L 0-24,46,79.3,0,0.0,1,5.3,WR,RenfHu00
1362,Cam Sims,14,Mon,10,10,2022-11-14,26-312,WAS,@,PHI,W 32-21,27,32.5,0,0.0,14,53.8,WR,SimsCa00
1363,Noah Brown,5,Sun,9,10,2022-11-13,26-311,DAL,@,GNB,L 28-31 (OT),63,75.9,0,0.0,5,16.7,WR,BrowNo00
1364,Royce Freeman,6,Sun,16,17,2023-01-01,26-311,HOU,,JAX,L 3-31,30,42.9,0,0.0,6,24.0,RB,FreeRo00
1365,Trent Sherfield,9,Sun,16,17,2023-01-01,26-310,MIA,@,NWE,L 21-23,42,59.2,0,0.0,9,33.3,WR,SherTr00
1366,Tre'Quan Smith,5,Sun,10,10,2022-11-13,26-310,NOR,@,PIT,L 10-20,7,14.9,0,0.0,5,20.8,WR,SmitTr03
1367,Chris Godwin,1,Sun,16,17,2023-01-01,26-308,TAM,,CAR,W 30-24,66,84.6,0,0.0,1,3.2,WR,GodwCh00
1368,D'Ernest Johnson,12,Sun,16,17,2023-01-01,26-308,CLE,@,WAS,W 24-10,0,0.0,0,0.0,12,57.1,RB,JohnDE04
1369,Jody Fortson,14,Mon,5,5,2022-10-10,26-307,KAN,,LVR,W 30-29,13,18.1,0,0.0,14,50.0,TE,FortJo01
1370,Cam Sims,9,Sun,9,9,2022-11-06,26-304,WAS,,MIN,L 17-20,28,43.8,0,0.0,9,32.1,WR,SimsCa00
1371,Trent Sherfield,12,Sun,15,16,2022-12-25,26-303,MIA,,GNB,L 20-26,22,44.0,0,0.0,12,46.2,WR,SherTr00
1372,D'Ernest Johnson,11,Sat,15,16,2022-12-24,26-300,CLE,,NOR,L 10-17,2,2.9,0,0.0,11,50.0,RB,JohnDE04
1373,Marlon Mack,1,Sun,16,17,2023-01-01,26-300,DEN,@,KAN,L 24-27,0,0.0,0,0.0,1,3.4,RB,MackMa00
1374,Jody Fortson,17,Sun,4,4,2022-10-02,26-299,KAN,@,TAM,W 41-31,23,28.8,0,0.0,17,56.7,TE,FortJo01
1375,Jeff Wilson,2,Sun,1,1,2022-09-11,26-299,SFO,@,CHI,L 10-19,40,58.8,0,0.0,2,8.3,RB,WilsJe01
1376,Royce Freeman,5,Sun,14,15,2022-12-18,26-297,HOU,,KAN,L 24-30 (OT),24,38.1,0,0.0,5,17.9,RB,FreeRo00
1377,Trent Sherfield,11,Sat,14,15,2022-12-17,26-295,MIA,@,BUF,L 29-32,32,54.2,0,0.0,11,36.7,WR,SherTr00
1378,D'Ernest Johnson,9,Sat,14,15,2022-12-17,26-293,CLE,,BAL,W 13-3,3,4.5,0,0.0,9,50.0,RB,JohnDE04
1379,Jody Fortson,12,Sun,3,3,2022-09-25,26-292,KAN,@,IND,L 17-20,8,12.7,0,0.0,12,52.2,TE,FortJo01
1380,Noah Brown,5,Sun,7,7,2022-10-23,26-290,DAL,,DET,W 24-6,50,79.4,0,0.0,5,22.7,WR,BrowNo00
1381,Trent Sherfield,4,Sun,13,14,2022-12-11,26-289,MIA,@,LAC,L 17-23,31,60.8,0,0.0,4,13.8,WR,SherTr00
1382,Allen Lazard,1,Sun,3,3,2022-09-25,26-288,GNB,@,TAM,W 14-12,56,90.3,0,0.0,1,4.0,WR,LazaAl00
1383,D'Ernest Johnson,12,Sun,13,14,2022-12-11,26-287,CLE,@,CIN,L 10-23,0,0.0,0,0.0,12,50.0,RB,JohnDE04
1384,Noah Brown,2,Sun,6,6,2022-10-16,26-283,DAL,@,PHI,L 17-26,61,91.0,0,0.0,2,8.3,WR,BrowNo00
1385,Jody Fortson,15,Thu,2,2,2022-09-15,26-282,KAN,,LAC,W 27-24,6,10.5,0,0.0,15,46.9,TE,FortJo01
1386,Trent Sherfield,3,Sun,12,13,2022-12-04,26-282,MIA,@,SFO,L 17-33,30,65.2,0,0.0,3,10.0,WR,SherTr00
1387,D'Ernest Johnson,15,Sun,12,13,2022-12-04,26-280,CLE,@,HOU,W 27-14,0,0.0,0,0.0,15,48.4,RB,JohnDE04
1388,Cam Sims,7,Thu,6,6,2022-10-13,26-280,WAS,@,CHI,W 12-7,41,71.9,0,0.0,7,35.0,WR,SimsCa00
1389,Jody Fortson,17,Sun,1,1,2022-09-11,26-278,KAN,@,ARI,W 44-21,24,34.3,0,0.0,17,63.0,TE,FortJo01
1390,Noah Brown,6,Sun,5,5,2022-10-09,26-276,DAL,@,LAR,W 22-10,42,76.4,0,0.0,6,20.0,WR,BrowNo00
1391,Cam Sims,19,Sun,5,5,2022-10-09,26-276,WAS,,TEN,L 17-21,37,58.7,0,0.0,19,67.9,WR,SimsCa00
1392,Trent Sherfield,6,Sun,11,12,2022-11-27,26-275,MIA,,HOU,W 30-15,46,60.5,0,0.0,6,20.0,WR,SherTr00
1393,D'Ernest Johnson,15,Sun,11,12,2022-11-27,26-273,CLE,,TAM,W 23-17 (OT),0,0.0,0,0.0,15,48.4,RB,JohnDE04
1394,Hunter Renfrow,3,Sun,2,2,2022-09-18,26-271,LVR,,ARI,L 23-29 (OT),46,68.7,0,0.0,3,14.3,WR,RenfHu00
1395,Chase Edmonds,6,Sun,17,18,2023-01-08,26-270,DEN,,LAC,W 31-28,24,36.9,0,0.0,6,19.4,RB,EdmoCh00
1396,Noah Brown,4,Sun,4,4,2022-10-02,26-269,DAL,,WAS,W 25-10,48,78.7,0,0.0,4,13.3,WR,BrowNo00
1397,Cam Sims,22,Sun,4,4,2022-10-02,26-269,WAS,@,DAL,L 10-25,5,6.8,0,0.0,22,73.3,WR,SimsCa00
1398,Tre'Quan Smith,8,Sun,4,4,2022-10-02,26-268,NOR,,MIN,L 25-28,14,23.3,0,0.0,8,25.8,WR,SmitTr03
1399,Tyron Johnson,3,Sun,4,4,2022-10-02,26-267,LVR,,DEN,W 32-23,1,1.3,0,0.0,3,9.4,WR,JohnTy03
1400,Deebo Samuel,1,Sun,5,5,2022-10-09,26-267,SFO,@,CAR,W 37-15,53,79.1,0,0.0,1,3.6,WR,SamuDe00
1401,D'Ernest Johnson,17,Sun,10,11,2022-11-20,26-266,CLE,@,BUF,L 23-31,0,0.0,0,0.0,17,56.7,RB,JohnDE04
1402,Hunter Renfrow,4,Sun,1,1,2022-09-11,26-264,LVR,@,LAC,L 19-24,48,82.8,0,0.0,4,16.7,WR,RenfHu00
1403,Noah Brown,4,Mon,3,3,2022-09-26,26-263,DAL,@,NYG,W 23-16,51,79.7,0,0.0,4,13.8,WR,BrowNo00
1404,Cam Sims,19,Sun,3,3,2022-09-25,26-262,WAS,,PHI,L 8-24,8,10.4,0,0.0,19,73.1,WR,SimsCa00
1405,Justin Jackson,14,Sun,17,18,2023-01-08,26-261,DET,@,GNB,W 20-16,6,9.7,0,0.0,14,56.0,RB,JackJu01
1406,Trent Sherfield,8,Sun,10,10,2022-11-13,26-261,MIA,,CLE,W 39-17,45,65.2,0,0.0,8,34.8,WR,SherTr00
1407,Tre'Quan Smith,7,Sun,3,3,2022-09-25,26-261,NOR,@,CAR,L 14-22,42,60.9,0,0.0,7,24.1,WR,SmitTr03
1408,Russell Gage,1,Sun,5,5,2022-10-09,26-260,TAM,,ATL,W 21-15,58,73.4,0,0.0,1,4.5,WR,GageRu00
1409,James Washington,6,Sun,14,15,2022-12-18,26-260,DAL,@,JAX,L 34-40 (OT),4,5.3,0,0.0,6,18.2,WR,WashJa00
1410,Chris Godwin,1,Sun,10,10,2022-11-13,26-259,TAM,,SEA,W 21-16,67,89.3,0,0.0,1,4.8,WR,GodwCh00
1411,D'Ernest Johnson,13,Sun,9,10,2022-11-13,26-259,CLE,@,MIA,L 17-39,12,17.9,0,0.0,13,56.5,RB,JohnDE04
1412,Noah Brown,5,Sun,2,2,2022-09-18,26-255,DAL,,CIN,W 20-17,52,85.2,0,0.0,5,19.2,WR,BrowNo00
1413,Cam Sims,21,Sun,2,2,2022-09-18,26-255,WAS,@,DET,L 27-36,8,10.8,0,0.0,21,65.6,WR,SimsCa00
1414,James Washington,7,Sun,13,14,2022-12-11,26-253,DAL,,HOU,W 27-23,11,15.5,0,0.0,7,25.0,WR,WashJa00
1415,Malik Turner,15,Sun,5,5,2022-10-09,26-252,SFO,@,CAR,W 37-15,0,0.0,0,0.0,15,53.6,WR,TurnMa00
1416,Noah Brown,5,Sun,1,1,2022-09-11,26-248,DAL,,TAM,L 3-19,61,88.4,0,0.0,5,20.8,WR,BrowNo00
1417,Cam Sims,17,Sun,1,1,2022-09-11,26-248,WAS,,JAX,W 28-22,8,10.4,0,0.0,17,70.8,WR,SimsCa00
1418,Trent Sherfield,14,Sun,8,8,2022-10-30,26-247,MIA,@,DET,W 31-27,40,58.8,0,0.0,14,56.0,WR,SherTr00
1419,Justin Jackson,19,Sat,15,16,2022-12-24,26-246,DET,@,CAR,L 23-37,14,21.2,0,0.0,19,65.5,RB,JackJu01
1420,D'Ernest Johnson,10,Mon,8,8,2022-10-31,26-246,CLE,,CIN,W 32-13,8,11.1,0,0.0,10,43.5,RB,JohnDE04
1421,Malik Turner,17,Mon,4,4,2022-10-03,26-246,SFO,,LAR,W 24-9,0,0.0,0,0.0,17,68.0,WR,TurnMa00
1422,Justin Jackson,19,Sun,14,15,2022-12-18,26-240,DET,@,NYJ,W 20-17,22,32.4,0,0.0,19,67.9,RB,JackJu01
1423,Trent Sherfield,14,Sun,7,7,2022-10-23,26-240,MIA,,PIT,W 16-10,35,56.5,0,0.0,14,53.8,WR,SherTr00
1424,Russell Gage,1,Sun,2,2,2022-09-18,26-239,TAM,@,NOR,W 20-10,44,65.7,0,0.0,1,3.8,WR,GageRu00
1425,Andrew Beck,14,Sun,17,18,2023-01-08,26-238,DEN,,LAC,W 31-28,23,35.4,0,0.0,14,45.2,TE,BeckAn01
1426,D'Ernest Johnson,15,Sun,7,7,2022-10-23,26-238,CLE,@,BAL,L 20-23,0,0.0,0,0.0,15,55.6,RB,JohnDE04
1427,Justin Jackson,18,Sun,13,14,2022-12-11,26-233,DET,,MIN,W 34-23,20,28.6,0,0.0,18,62.1,RB,JackJu01
1428,Trent Sherfield,18,Sun,6,6,2022-10-16,26-233,MIA,,MIN,L 16-24,52,66.7,0,0.0,18,58.1,WR,SherTr00
1429,Andrew Beck,15,Sun,16,17,2023-01-01,26-231,DEN,@,KAN,L 24-27,13,18.6,0,0.0,15,51.7,TE,BeckAn01
1430,D'Ernest Johnson,14,Sun,6,6,2022-10-16,26-231,CLE,,NWE,L 15-38,9,12.9,0,0.0,14,48.3,RB,JohnDE04
1431,Justin Jackson,13,Sun,12,13,2022-12-04,26-226,DET,,JAX,W 40-14,16,21.1,0,0.0,13,50.0,RB,JackJu01
1432,Trent Sherfield,16,Sun,5,5,2022-10-09,26-226,MIA,@,NYJ,L 17-40,44,65.7,0,0.0,16,55.2,WR,SherTr00
1433,Andrew Beck,15,Sun,15,16,2022-12-25,26-224,DEN,@,LAR,L 14-51,3,4.5,0,0.0,15,57.7,TE,BeckAn01
1434,Chris Godwin,1,Sun,5,5,2022-10-09,26-224,TAM,,ATL,W 21-15,41,51.9,0,0.0,1,4.5,WR,GodwCh00
1435,D'Ernest Johnson,15,Sun,5,5,2022-10-09,26-224,CLE,,LAC,L 28-30,0,0.0,0,0.0,15,55.6,RB,JohnDE04
1436,Malik Turner,18,Sun,1,1,2022-09-11,26-224,SFO,@,CHI,L 10-19,1,1.5,0,0.0,18,75.0,WR,TurnMa00
1437,Andrew Beck,19,Sun,14,15,2022-12-18,26-217,DEN,,ARI,W 24-15,21,30.4,0,0.0,19,67.9,TE,BeckAn01
1438,D'Ernest Johnson,17,Sun,4,4,2022-10-02,26-217,CLE,@,ATL,L 20-23,1,1.4,0,0.0,17,65.4,RB,JohnDE04
1439,Justin Jackson,17,Thu,11,12,2022-11-24,26-216,DET,,BUF,L 25-28,18,25.4,0,0.0,17,65.4,RB,JackJu01
1440,Trent Sherfield,15,Thu,4,4,2022-09-29,26-216,MIA,@,CIN,L 15-27,40,62.5,0,0.0,15,53.6,WR,SherTr00
1441,Ian Thomas,4,Sun,17,18,2023-01-08,26-216,CAR,@,NOR,W 10-7,34,57.6,0,0.0,4,20.0,TE,ThomIa00
1442,Justin Jackson,14,Sun,10,11,2022-11-20,26-212,DET,@,NYG,W 31-18,25,37.3,0,0.0,14,53.8,RB,JackJu01
1443,Trent Sherfield,15,Sun,3,3,2022-09-25,26-212,MIA,,BUF,W 21-19,27,62.8,0,0.0,15,68.2,WR,SherTr00
1444,Marlon Mack,2,Mon,4,4,2022-10-03,26-210,SFO,,LAR,W 24-9,0,0.0,0,0.0,2,8.0,RB,MackMa00
1445,Ian Thomas,10,Sun,16,17,2023-01-01,26-209,CAR,@,TAM,L 24-30,36,54.5,0,0.0,10,32.3,TE,ThomIa00
1446,D'Ernest Johnson,15,Thu,3,3,2022-09-22,26-207,CLE,,PIT,W 29-17,0,0.0,0,0.0,15,53.6,RB,JohnDE04
1447,Justin Jackson,19,Sun,9,10,2022-11-13,26-205,DET,@,CHI,W 31-30,17,27.4,0,0.0,19,65.5,RB,JackJu01
1448,Trent Sherfield,18,Sun,2,2,2022-09-18,26-205,MIA,@,BAL,W 42-38,25,35.2,0,0.0,18,60.0,WR,SherTr00
1449,Marlon Mack,3,Sun,3,3,2022-09-25,26-202,SFO,@,DEN,L 10-11,0,0.0,0,0.0,3,10.7,RB,MackMa00
1450,Ian Thomas,12,Sat,15,16,2022-12-24,26-201,CAR,,DET,W 37-23,43,63.2,0,0.0,12,41.4,TE,ThomIa00
